127.0.0.1, 2013-03-04 11:41:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.378091
127.0.0.1, 2013-03-05 12:04:07, GET, /cqg/quiz, HTTP/1.1, 200, 0.003599
127.0.0.1, 2013-03-05 12:04:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.003557
127.0.0.1, 2013-03-05 12:04:15, GET, /cqg/quiz, HTTP/1.1, 200, 0.003577
127.0.0.1, 2013-03-05 12:04:17, GET, /cqg/quiz, HTTP/1.1, 200, 0.003607
127.0.0.1, 2013-03-05 12:05:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.038724
127.0.0.1, 2013-03-05 12:40:19, GET, /cqg/quiz, HTTP/1.1, 200, 0.113082
127.0.0.1, 2013-03-05 12:40:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.004351
127.0.0.1, 2013-03-05 12:40:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.004219
127.0.0.1, 2013-03-05 12:40:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.004328
127.0.0.1, 2013-03-05 12:40:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.004271
127.0.0.1, 2013-03-05 12:40:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.004285
127.0.0.1, 2013-03-05 12:40:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.004261
127.0.0.1, 2013-03-05 12:40:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.004242
127.0.0.1, 2013-03-05 12:40:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.004291
127.0.0.1, 2013-03-05 12:40:24, GET, /cqg/quiz, HTTP/1.1, 200, 0.004355
127.0.0.1, 2013-03-05 12:40:27, GET, /cqg/quiz, HTTP/1.1, 200, 0.004748
127.0.0.1, 2013-03-05 12:40:28, GET, /cqg/quiz, HTTP/1.1, 200, 0.004271
127.0.0.1, 2013-03-05 12:40:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.009594
127.0.0.1, 2013-03-05 12:44:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.036375
127.0.0.1, 2013-03-05 12:44:56, GET, /cqg/quiz, HTTP/1.1, 200, 0.003851
127.0.0.1, 2013-03-05 12:44:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.003832
127.0.0.1, 2013-03-05 12:44:58, GET, /cqg/quiz, HTTP/1.1, 200, 0.003903
127.0.0.1, 2013-03-05 12:45:04, GET, /cqg/quiz, HTTP/1.1, 200, 0.004042
127.0.0.1, 2013-03-05 12:45:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.003999
127.0.0.1, 2013-03-27 11:37:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.135536
127.0.0.1, 2013-03-27 11:42:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.003285
127.0.0.1, 2013-03-27 11:42:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.003184
127.0.0.1, 2013-03-27 11:42:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.003024
127.0.0.1, 2013-03-27 11:42:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.003097
127.0.0.1, 2013-03-27 11:42:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.003111
127.0.0.1, 2013-03-27 11:42:07, GET, /cqg/quiz, HTTP/1.1, 200, 0.003127
127.0.0.1, 2013-03-27 11:42:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.034273
127.0.0.1, 2013-03-27 11:42:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.009087
127.0.0.1, 2013-03-27 11:42:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.013266
127.0.0.1, 2013-03-27 11:42:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.013517
127.0.0.1, 2013-03-27 11:42:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.014847
127.0.0.1, 2013-03-27 11:42:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.008775
127.0.0.1, 2013-03-27 11:42:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.013052
127.0.0.1, 2013-03-27 11:42:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.008081
127.0.0.1, 2013-03-27 11:42:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.012411
127.0.0.1, 2013-03-27 11:42:53, GET, /cqg/quiz, HTTP/1.1, 200, 0.013473
127.0.0.1, 2013-03-27 11:42:53, GET, /cqg/quiz, HTTP/1.1, 200, 0.012518
127.0.0.1, 2013-03-27 11:42:53, GET, /cqg/quiz, HTTP/1.1, 200, 0.008955
96.50.85.139, 2013-03-28 17:21:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.031900
96.50.85.139, 2013-03-28 17:21:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000356
96.50.85.139, 2013-03-28 17:22:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.008463
96.50.85.139, 2013-03-28 17:22:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000357
96.50.85.139, 2013-03-28 17:22:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.003960
96.50.85.139, 2013-03-28 17:22:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000318
96.50.85.139, 2013-03-28 17:22:28, GET, /cqg/quiz, HTTP/1.1, 200, 0.008233
96.50.85.139, 2013-03-28 17:22:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000363
96.50.85.139, 2013-03-28 17:22:30, GET, /cqg/quiz, HTTP/1.1, 200, 0.003938
96.50.85.139, 2013-03-28 17:22:30, GET, /favicon.ico, HTTP/1.1, 400, 0.000336
96.50.85.139, 2013-03-28 17:22:41, GET, /cqg/quiz, HTTP/1.1, 200, 0.012203
96.50.85.139, 2013-03-28 17:22:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000361
96.50.85.139, 2013-03-28 17:22:42, GET, /cqg/quiz, HTTP/1.1, 200, 0.004000
96.50.85.139, 2013-03-28 17:22:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000314
96.50.85.139, 2013-03-28 17:24:24, GET, /cqg/quiz, HTTP/1.1, 200, 0.008317
96.50.85.139, 2013-03-28 17:24:24, GET, /favicon.ico, HTTP/1.1, 400, 0.000984
96.50.85.139, 2013-03-28 17:24:26, GET, /cqg/quiz, HTTP/1.1, 200, 0.003927
96.50.85.139, 2013-03-28 17:24:26, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-03-28 17:26:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.008898
96.50.85.139, 2013-03-28 17:26:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000360
96.50.85.139, 2013-03-28 17:26:34, GET, /cqg/quiz, HTTP/1.1, 200, 0.004088
96.50.85.139, 2013-03-28 17:26:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
96.50.85.139, 2013-04-02 15:29:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.030023
96.50.85.139, 2013-04-02 15:29:23, GET, /favicon.ico, HTTP/1.1, 400, 0.000469
96.50.85.139, 2013-04-02 15:29:29, GET, /cqg/quiz, HTTP/1.1, 200, 0.007916
96.50.85.139, 2013-04-02 15:29:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000349
96.50.85.139, 2013-04-02 15:29:31, GET, /cqg/quiz, HTTP/1.1, 200, 0.003415
96.50.85.139, 2013-04-02 15:29:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
96.50.85.139, 2013-04-02 15:29:41, GET, /cqg/quiz, HTTP/1.1, 200, 0.007713
96.50.85.139, 2013-04-02 15:29:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000353
96.50.85.139, 2013-04-02 15:29:43, GET, /cqg/quiz, HTTP/1.1, 200, 0.003431
96.50.85.139, 2013-04-02 15:29:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000314
96.50.85.139, 2013-04-02 15:29:54, GET, /cqg/quiz, HTTP/1.1, 200, 0.011622
96.50.85.139, 2013-04-02 15:29:55, GET, /favicon.ico, HTTP/1.1, 400, 0.000373
96.50.85.139, 2013-04-02 15:30:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.011101
96.50.85.139, 2013-04-02 15:30:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
96.50.85.139, 2013-04-02 15:38:33, GET, /cqg/quiz, HTTP/1.1, 200, 0.032674
96.50.85.139, 2013-04-02 15:38:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
96.50.85.139, 2013-04-02 15:40:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.032425
96.50.85.139, 2013-04-02 15:40:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
96.50.85.139, 2013-04-02 15:40:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.003467
96.50.85.139, 2013-04-02 15:40:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-04-02 15:40:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.003298
96.50.85.139, 2013-04-02 15:40:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000335
96.50.85.139, 2013-04-02 15:40:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.003262
96.50.85.139, 2013-04-02 15:40:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
96.50.85.139, 2013-04-02 15:41:18, GET, /cqg/quiz, HTTP/1.1, 200, 0.008277
96.50.85.139, 2013-04-02 15:41:18, GET, /favicon.ico, HTTP/1.1, 400, 0.000360
96.50.85.139, 2013-04-02 15:41:19, GET, /cqg/quiz, HTTP/1.1, 200, 0.003784
96.50.85.139, 2013-04-02 15:41:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
96.50.85.139, 2013-04-02 15:41:30, GET, /cqg/quiz, HTTP/1.1, 200, 0.008109
96.50.85.139, 2013-04-02 15:41:30, GET, /favicon.ico, HTTP/1.1, 400, 0.000367
96.50.85.139, 2013-04-02 15:47:36, GET, /cqg/quiz, HTTP/1.1, 200, 0.035199
96.50.85.139, 2013-04-02 15:47:36, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
96.50.85.139, 2013-04-02 15:47:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.003968
96.50.85.139, 2013-04-02 15:47:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
96.50.85.139, 2013-04-02 15:47:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.003773
96.50.85.139, 2013-04-02 15:47:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
96.50.85.139, 2013-04-02 15:47:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.003909
96.50.85.139, 2013-04-02 15:47:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000338
96.50.85.139, 2013-04-02 15:47:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.003842
96.50.85.139, 2013-04-02 15:47:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
96.50.85.139, 2013-04-02 15:47:41, GET, /cqg/quiz, HTTP/1.1, 200, 0.003957
96.50.85.139, 2013-04-02 15:47:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000323
96.50.85.139, 2013-04-02 15:48:27, GET, /cqg/quiz, HTTP/1.1, 200, 0.008969
96.50.85.139, 2013-04-02 15:48:27, GET, /favicon.ico, HTTP/1.1, 400, 0.000362
96.50.85.139, 2013-04-02 15:48:29, GET, /cqg/quiz, HTTP/1.1, 200, 0.004336
96.50.85.139, 2013-04-02 15:48:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 15:48:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.009365
96.50.85.139, 2013-04-02 15:48:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000361
96.50.85.139, 2013-04-02 15:49:27, GET, /cqg/quiz, HTTP/1.1, 200, 0.008982
96.50.85.139, 2013-04-02 15:49:27, GET, /favicon.ico, HTTP/1.1, 400, 0.000359
96.50.85.139, 2013-04-02 15:49:29, GET, /cqg/quiz, HTTP/1.1, 200, 0.004343
96.50.85.139, 2013-04-02 15:49:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000330
96.50.85.139, 2013-04-02 15:50:19, GET, /cqg/quiz, HTTP/1.1, 200, 0.008732
96.50.85.139, 2013-04-02 15:50:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000363
96.50.85.139, 2013-04-02 16:08:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.038602
96.50.85.139, 2013-04-02 16:08:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
96.50.85.139, 2013-04-02 16:08:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.004567
96.50.85.139, 2013-04-02 16:08:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-04-02 16:08:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.004232
96.50.85.139, 2013-04-02 16:08:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000325
96.50.85.139, 2013-04-02 16:08:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.004338
96.50.85.139, 2013-04-02 16:08:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-04-02 16:08:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.004240
96.50.85.139, 2013-04-02 16:08:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000325
96.50.85.139, 2013-04-02 16:08:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.004299
96.50.85.139, 2013-04-02 16:08:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000313
96.50.85.139, 2013-04-02 16:08:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.004417
96.50.85.139, 2013-04-02 16:08:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000321
96.50.85.139, 2013-04-02 16:08:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.004466
96.50.85.139, 2013-04-02 16:08:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000313
96.50.85.139, 2013-04-02 16:08:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.004559
96.50.85.139, 2013-04-02 16:08:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000310
96.50.85.139, 2013-04-02 16:09:25, GET, /cqg/quiz, HTTP/1.1, 200, 0.009824
96.50.85.139, 2013-04-02 16:09:25, GET, /favicon.ico, HTTP/1.1, 400, 0.000369
96.50.85.139, 2013-04-02 16:10:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.009644
96.50.85.139, 2013-04-02 16:10:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000362
96.50.85.139, 2013-04-02 16:10:16, GET, /cqg/quiz, HTTP/1.1, 200, 0.009422
96.50.85.139, 2013-04-02 16:10:16, GET, /favicon.ico, HTTP/1.1, 400, 0.000365
96.50.85.139, 2013-04-02 16:12:54, GET, /cqg/quiz, HTTP/1.1, 200, 0.038540
96.50.85.139, 2013-04-02 16:12:54, GET, /favicon.ico, HTTP/1.1, 400, 0.000331
96.50.85.139, 2013-04-02 16:12:56, GET, /cqg/quiz, HTTP/1.1, 200, 0.004551
96.50.85.139, 2013-04-02 16:12:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
96.50.85.139, 2013-04-02 16:12:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.004291
96.50.85.139, 2013-04-02 16:12:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
96.50.85.139, 2013-04-02 16:12:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.004284
96.50.85.139, 2013-04-02 16:12:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000312
96.50.85.139, 2013-04-02 16:12:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.004257
96.50.85.139, 2013-04-02 16:12:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-04-02 16:12:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.004254
96.50.85.139, 2013-04-02 16:12:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000323
96.50.85.139, 2013-04-02 16:12:58, GET, /cqg/quiz, HTTP/1.1, 200, 0.004493
96.50.85.139, 2013-04-02 16:12:58, GET, /favicon.ico, HTTP/1.1, 400, 0.000339
96.50.85.139, 2013-04-02 16:12:58, GET, /cqg/quiz, HTTP/1.1, 200, 0.004379
96.50.85.139, 2013-04-02 16:12:58, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
96.50.85.139, 2013-04-02 16:12:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.004496
96.50.85.139, 2013-04-02 16:12:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
96.50.85.139, 2013-04-02 16:13:04, GET, /cqg/quiz, HTTP/1.1, 200, 0.009773
96.50.85.139, 2013-04-02 16:13:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000358
96.50.85.139, 2013-04-02 16:13:05, GET, /cqg/quiz, HTTP/1.1, 200, 0.004740
96.50.85.139, 2013-04-02 16:13:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000339
96.50.85.139, 2013-04-02 16:14:03, GET, /cqg/quiz, HTTP/1.1, 200, 0.009644
96.50.85.139, 2013-04-02 16:14:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000359
96.50.85.139, 2013-04-02 16:14:05, GET, /cqg/quiz, HTTP/1.1, 200, 0.004913
96.50.85.139, 2013-04-02 16:14:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000332
96.50.85.139, 2013-04-02 16:15:16, GET, /cqg/quiz, HTTP/1.1, 200, 0.009305
96.50.85.139, 2013-04-02 16:15:16, GET, /favicon.ico, HTTP/1.1, 400, 0.000361
96.50.85.139, 2013-04-02 16:16:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.009516
96.50.85.139, 2013-04-02 16:16:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000381
96.50.85.139, 2013-04-02 16:25:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.040331
96.50.85.139, 2013-04-02 16:25:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000333
96.50.85.139, 2013-04-02 16:25:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.005747
96.50.85.139, 2013-04-02 16:25:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.007466
96.50.85.139, 2013-04-02 16:25:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
96.50.85.139, 2013-04-02 16:25:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.004375
96.50.85.139, 2013-04-02 16:25:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
96.50.85.139, 2013-04-02 16:25:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.004356
96.50.85.139, 2013-04-02 16:25:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
96.50.85.139, 2013-04-02 16:26:00, GET, /cqg/quiz, HTTP/1.1, 200, 0.004663
96.50.85.139, 2013-04-02 16:26:00, GET, /favicon.ico, HTTP/1.1, 400, 0.000344
96.50.85.139, 2013-04-02 16:26:00, GET, /cqg/quiz, HTTP/1.1, 200, 0.004425
96.50.85.139, 2013-04-02 16:26:00, GET, /favicon.ico, HTTP/1.1, 400, 0.000304
96.50.85.139, 2013-04-02 16:26:01, GET, /cqg/quiz, HTTP/1.1, 200, 0.004630
96.50.85.139, 2013-04-02 16:26:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000318
96.50.85.139, 2013-04-02 16:26:01, GET, /cqg/quiz, HTTP/1.1, 200, 0.004461
96.50.85.139, 2013-04-02 16:26:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000744
96.50.85.139, 2013-04-02 16:26:01, GET, /cqg/quiz, HTTP/1.1, 200, 0.004470
96.50.85.139, 2013-04-02 16:26:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
96.50.85.139, 2013-04-02 16:26:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.004561
96.50.85.139, 2013-04-02 16:26:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
96.50.85.139, 2013-04-02 16:26:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.004419
96.50.85.139, 2013-04-02 16:26:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
96.50.85.139, 2013-04-02 16:26:03, GET, /cqg/quiz, HTTP/1.1, 200, 0.004630
96.50.85.139, 2013-04-02 16:26:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
96.50.85.139, 2013-04-02 16:26:19, GET, /cqg/quiz, HTTP/1.1, 200, 0.009672
96.50.85.139, 2013-04-02 16:26:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000358
96.50.85.139, 2013-04-02 17:11:10, GET, /cqg/quiz, HTTP/1.1, 200, 0.040555
96.50.85.139, 2013-04-02 17:11:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
96.50.85.139, 2013-04-02 17:11:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.004651
96.50.85.139, 2013-04-02 17:11:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000314
96.50.85.139, 2013-04-02 17:11:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.004357
96.50.85.139, 2013-04-02 17:11:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 17:11:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.004410
96.50.85.139, 2013-04-02 17:11:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
96.50.85.139, 2013-04-02 17:11:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.004419
96.50.85.139, 2013-04-02 17:11:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000313
96.50.85.139, 2013-04-02 17:11:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.004510
96.50.85.139, 2013-04-02 17:11:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000313
96.50.85.139, 2013-04-02 17:11:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.004452
96.50.85.139, 2013-04-02 17:11:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000312
96.50.85.139, 2013-04-02 17:11:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.004500
96.50.85.139, 2013-04-02 17:11:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 17:11:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.004477
96.50.85.139, 2013-04-02 17:11:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 17:11:17, GET, /cqg/quiz, HTTP/1.1, 200, 0.005069
96.50.85.139, 2013-04-02 17:11:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 17:11:17, GET, /cqg/quiz, HTTP/1.1, 200, 0.004515
96.50.85.139, 2013-04-02 17:11:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
96.50.85.139, 2013-04-02 17:11:18, GET, /cqg/quiz, HTTP/1.1, 200, 0.004647
96.50.85.139, 2013-04-02 17:11:18, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-04-02 17:11:43, GET, /cqg/quiz, HTTP/1.1, 200, 0.013536
96.50.85.139, 2013-04-02 17:11:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000364
96.50.85.139, 2013-04-02 17:13:08, GET, /cqg/quiz, HTTP/1.1, 200, 0.040263
96.50.85.139, 2013-04-02 17:13:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
96.50.85.139, 2013-04-02 17:13:10, GET, /cqg/quiz, HTTP/1.1, 200, 0.004645
96.50.85.139, 2013-04-02 17:13:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
96.50.85.139, 2013-04-02 17:13:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.004500
96.50.85.139, 2013-04-02 17:13:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000318
96.50.85.139, 2013-04-02 17:13:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.004381
96.50.85.139, 2013-04-02 17:13:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 17:13:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.004449
96.50.85.139, 2013-04-02 17:13:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
96.50.85.139, 2013-04-02 17:13:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.004497
96.50.85.139, 2013-04-02 17:13:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
96.50.85.139, 2013-04-02 17:13:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.004531
96.50.85.139, 2013-04-02 17:13:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000342
96.50.85.139, 2013-04-02 17:13:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.004592
96.50.85.139, 2013-04-02 17:13:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000318
96.50.85.139, 2013-04-02 17:13:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.004399
96.50.85.139, 2013-04-02 17:13:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000312
96.50.85.139, 2013-04-02 17:13:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.004993
96.50.85.139, 2013-04-02 17:13:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000318
96.50.85.139, 2013-04-02 17:13:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.004488
